"recording","species","x1","x2","subtype","general","temporaldup","id","BAGI"
"s2lam154_231123_2023-11-25_19-30.WAV","Simias concolor",36.93333333,39.04533333,"Geophony","Geophony","Y",595,"G"
"s2lam154_231123_2023-11-25_14-00.WAV","Simias concolor",8.362666667,10.47466667,"Geophony","Geophony","N",597,"G"
"s2lam125_230725_2023-07-28_13-10.WAV","Simias concolor",24.50133333,26.43733333,"Geophony","Geophony","N",798,"G"
"s2lam154_231123_2023-11-25_15-30.WAV","Simias concolor",27.12,29.056,"Geophony","Geophony","Y",543,"G"
"s2lam156_230713_2023-07-15_06-10.WAV","Simias concolor",56.79466667,58.73066667,"Geophony","Geophony","N",923,"G"
"s2lam163_230820_2023-08-21_18-50.WAV","Simias concolor",48.21866667,50.15466667,"Geophony","Geophony","N",934,"G"
"s2lam154_231123_2023-11-27_18-50.WAV","Simias concolor",23.28533333,25.22133333,"Geophony","Geophony","Y",621,"G"
"s2lam154_231123_2023-11-24_20-40.WAV","Simias concolor",42.14933333,44.08533333,"Geophony","Geophony","Y",515,"G"
"s2lam029_230726_2023-07-29_19-00.WAV","Simias concolor",38.896,40.74133333,"Geophony","Geophony","N",733,"G"
"s2lam115_231019_2023-10-25_13-00.WAV","sp2",13.91,19.75,"Geophony","Geophony","N",426,"G"
"s2lam151_230713_2023-07-18_12-20.WAV","Simias concolor",50.624,52.56,"Geophony","Geophony","N",744,"G"
"s2lam154_231123_2023-11-24_21-50.WAV","Simias concolor",49.888,51.824,"Geophony","Geophony","Y",538,"G"
"s2lam130_231208_2023-12-09_10-40.WAV","sp2",13.39,19.89,"Geophony","Geophony","N",949,"G"
"s2lam162_231209_2023-12-10_18-40.WAV","Simias concolor",33.24266667,35.17866667,"Geophony","Geophony","N",675,"G"
"s2lam022_230726_2023-07-29_13-30.WAV","Simias concolor",17.28533333,19.22133333,"Geophony","Geophony","N",285,"G"
"s2lam074_230617_2023-06-17_12-50.WAV","Simias concolor",14.58666667,16.52266667,"Geophony","Geophony","N",751,"G"
"s2lam029_230726_2023-07-31_06-40.WAV","Simias concolor",35.38133333,37.31733333,"Geophony","Geophony","N",289,"G"
"s2lam137_230809_2023-08-13_13-10.WAV","Simias concolor",49.62133333,51.55733333,"Geophony","Geophony","N",702,"G"
"s2lam078_230811_2023-08-13_18-00.WAV","Simias concolor",33.136,35.072,"Geophony","Geophony","N",355,"G"
"s2lam154_231123_2023-11-28_14-50.WAV","Simias concolor",43.92,46.032,"Geophony","Geophony","N",639,"G"
"s2lam139_230813_2023-08-16_11-30.WAV","sp2",12.85,15.25,"Geophony","Geophony","N",400,"G"
"s2lam080_230807_2023-08-15_06-40.WAV","Simias concolor",9.664,11.6,"Geophony","Geophony","N",916,"G"
"s2lam138_230815_2023-08-15_13-20.WAV","sp2",47.93,50.29,"Geophony","Geophony","N",394,"G"
"s2lam017_230807_2023-08-07_18-50.WAV","Simias concolor",37.952,39.888,"Geophony","Geophony","N",217,"G"
"s2lam162_231209_2023-12-09_16-30.WAV","Simias concolor",34.73066667,36.66666667,"Geophony","Geophony","N",141,"G"
"s2lam154_231123_2023-11-24_21-30.WAV","Simias concolor",46.176,48.288,"Geophony","Geophony","N",575,"G"
"s2lam125_230713_2023-07-16_10-20.WAV","Simias concolor",20.53333333,22.46933333,"Geophony","Geophony","N",800,"G"
"s2lam131_230809_2023-08-13_10-50.WAV","Simias concolor",3.786666667,5.722666667,"Geophony","Geophony","N",929,"G"
"s2lam154_231123_2023-11-24_11-10.WAV","Simias concolor",0.464,2.576,"Geophony","Geophony","N",508,"G"
"s2lam150_230814_2023-08-17_13-10.WAV","Simias concolor",55.04,56.976,"Geophony","Geophony","N",937,"G"
"s2lam154_231123_2023-11-24_17-30.WAV","Simias concolor",49.33866667,51.27466667,"Geophony","Geophony","N",507,"G"
"s2lam039_220920_2022-09-23_01-20.WAV","Simias concolor",31.472,33.408,"Geophony","Geophony","N",269,"G"
"s2lam131_230809_2023-08-11_12-10.WAV","Simias concolor",45.62133333,47.55733333,"Geophony","Geophony","N",857,"G"
"s2lam131_230809_2023-08-10_13-10.WAV","Simias concolor",37.17866667,39.11466667,"Geophony","Geophony","N",930,"G"
"s2lam084_231110_2023-11-14_12-10.WAV","sp2",46.35,48.51,"Geophony","Geophony","N",430,"G"
"s2lam154_231123_2023-11-24_15-40.WAV","Simias concolor",6.890666667,8.826666667,"Geophony","Geophony","N",520,"G"
"s2lam032_230726_2023-07-29_13-20.WAV","Simias concolor",31.46666667,33.40266667,"Geophony","Geophony","N",201,"G"
"s2lam159_230809_2023-08-10_10-40.WAV","Simias concolor",2.32,4.256,"Geophony","Geophony","N",297,"G"
"s2lam098_230811_2023-08-15_13-00.WAV","Simias concolor",13.07733333,15.01333333,"Geophony","Geophony","N",796,"G"
"s2lam107_230819_2023-08-23_07-00.WAV","Simias concolor",8.730666667,10.66666667,"Geophony","Geophony","N",915,"G"
"s2lam137_230809_2023-08-12_12-00.WAV","Simias concolor",17.01333333,18.94933333,"Geophony","Geophony","N",918,"G"
"s2lam150_231122_2023-11-23_14-50.WAV","Simias concolor",0.117333333,2.229333333,"Geophony","Geophony","N",457,"G"
"s2lam154_231123_2023-11-23_20-30.WAV","Simias concolor",47.072,49.184,"Geophony","Geophony","N",497,"G"
"s2lam029_230726_2023-07-30_18-20.WAV","Simias concolor",25.24266667,27.17866667,"Geophony","Geophony","N",822,"G"
"s2lam115_230726_2023-07-31_18-40.WAV","sp2",18.65,21.85,"Geophony","Geophony","N",912,"G"
"s2lam154_231123_2023-11-23_13-40.WAV","Simias concolor",54.18133333,56.29333333,"Geophony","Geophony","N",661,"G"
"s2lam154_231123_2023-11-25_18-30.WAV","Simias concolor",44.43733333,46.37333333,"Geophony","Geophony","N",557,"G"
"s2lam154_231123_2023-11-24_00-30.WAV","Simias concolor",32.816,34.752,"Geophony","Geophony","N",492,"G"
"s2lam154_231123_2023-11-24_16-00.WAV","Simias concolor",14.176,16.112,"Geophony","Geophony","N",504,"G"
"s2lam127_230728_2023-08-06_06-40.WAV","Simias concolor",6.165333333,8.101333333,"Geophony","Geophony","N",779,"G"
"s2lam131_230713_2023-07-18_12-20.WAV","Simias concolor",32.00533333,33.94133333,"Geophony","Geophony","N",917,"G"
"s2lam143_230728_2023-07-30_12-20.WAV","Simias concolor",0.677333333,2.613333333,"Geophony","Geophony","N",207,"G"
"s2lam017_230807_2023-08-11_13-00.WAV","Simias concolor",33.12533333,35.06133333,"Geophony","Geophony","N",346,"G"
"s2lam131_230713_2023-07-17_12-50.WAV","Simias concolor",58.05866667,59.99466667,"Geophony","Geophony","N",739,"G"
"s2lam162_231209_2023-12-10_15-50.WAV","Simias concolor",47.86666667,49.80266667,"Geophony","Geophony","N",668,"G"
"s2lam077_231208_2023-12-11_07-00.WAV","sp2",4.01,6.35,"Geophony","Geophony","N",383,"G"
"s2lam144_230728_2023-08-10_10-10.WAV","Simias concolor",16.544,18.48,"Geophony","Geophony","N",782,"G"
"s2lam150_230721_2023-07-22_11-50.WAV","Simias concolor",56.50666667,58.44266667,"Geophony","Geophony","N",820,"G"
"s2lam139_230807_2023-08-09_13-30.WAV","Simias concolor",28.05333333,29.98933333,"Geophony","Geophony","N",801,"G"
"s2lam154_231123_2023-11-27_15-20.WAV","Simias concolor",52.70933333,54.64533333,"Geophony","Geophony","N",613,"G"
"s2lam125_230815_2023-08-22_12-40.WAV","Simias concolor",5.488,7.424,"Geophony","Geophony","N",323,"G"
"s2lam117_230815_2023-08-18_11-50.WAV","Simias concolor",50.40533333,52.34133333,"Geophony","Geophony","N",313,"G"
"s2lam154_231123_2023-11-23_19-10.WAV","Simias concolor",41.28533333,43.39733333,"Geophony","Geophony","N",470,"G"
"s2lam078_230811_2023-08-14_12-30.WAV","Simias concolor",8.874666667,10.81066667,"Geophony","Geophony","N",238,"G"
"s2lam078_230811_2023-08-12_12-10.WAV","Simias concolor",57.02933333,58.96533333,"Geophony","Geophony","N",350,"G"
"s2lam115_230726_2023-07-31_10-40.WAV","Simias concolor",21.31733333,23.25333333,"Geophony","Geophony","N",808,"G"
"s2lam045_231124_2023-11-28_17-50.WAV","Simias concolor",31.17866667,33.11466667,"Geophony","Geophony","N",446,"G"
"s2lam042_230710_2023-07-13_06-30.WAV","Simias concolor",45.33866667,47.27466667,"Geophony","Geophony","N",848,"G"
"s2lam084_230813_2023-08-13_12-50.WAV","Simias concolor",55.296,57.232,"Geophony","Geophony","N",233,"G"
"s2lam149_230707_2023-07-08_12-00.WAV","Simias concolor",6.512,8.357333333,"Geophony","Geophony","N",824,"G"
"s2lam045_230808_2023-08-10_13-10.WAV","Simias concolor",10.16,12.00533333,"Geophony","Geophony","N",737,"G"
"s2lam061_230721_2023-07-23_10-50.WAV","Simias concolor",10.96533333,12.90133333,"Geophony","Geophony","N",193,"G"
"s2lam154_231123_2023-11-26_15-50.WAV","Simias concolor",7.728,9.664,"Geophony","Geophony","N",593,"G"
"s2lam016_231205_2023-12-07_10-50.WAV","sp1",53.04,59.97866667,"Humans","Anthropophony","Y",169,"A"
"s2lam016_231205_2023-12-05_14-50.WAV","sp1",9.152,16.09066667,"Humans","Anthropophony","Y",95,"A"
"s2lam016_231205_2023-12-07_17-10.WAV","sp1",4.565333333,14.47466667,"Humans","Anthropophony","Y",194,"A"
"s2lam016_231205_2023-12-07_14-10.WAV","sp1",11.08266667,24.64,"Humans","Anthropophony","Y",289,"A"
"s2lam016_231205_2023-12-08_10-00.WAV","sp1",15.184,25.09333333,"Humans","Anthropophony","Y",426,"A"
"s2lam016_231205_2023-12-08_08-30.WAV","sp1",6.368,16.27733333,"Humans","Anthropophony","Y",411,"A"
"s2lam016_231205_2023-12-08_10-10.WAV","sp1",5.466666667,13.08266667,"Humans","Anthropophony","Y",417,"A"
"s2lam016_231205_2023-12-07_00-50.WAV","sp1",41.01866667,47.33333333,"Humans","Anthropophony","Y",159,"A"
"s2lam016_231205_2023-12-08_08-20.WAV","sp1",0.010666667,13.568,"Humans","Anthropophony","Y",394,"A"
"s2lam016_231205_2023-12-07_07-30.WAV","sp1",23.38133333,30.99733333,"Humans","Anthropophony","Y",189,"A"
"s2lam016_231205_2023-12-08_12-10.WAV","sp1",8.698666667,14.544,"Humans","Anthropophony","Y",472,"A"
"s2lam016_231205_2023-12-07_18-00.WAV","sp1",20.74666667,30.656,"Humans","Anthropophony","Y",322,"A"
"s2lam016_231205_2023-12-07_17-20.WAV","sp1",21.16266667,28.77866667,"Humans","Anthropophony","Y",381,"A"
"s2lam016_231205_2023-12-07_17-40.WAV","sp1",13.96266667,22.98666667,"Humans","Anthropophony","Y",334,"A"
"s2lam116_231124_2023-11-26_03-30.WAV","sp1",28.09066667,37.11466667,"Humans","Anthropophony","Y",503,"A"
"s2lam016_231205_2023-12-07_15-10.WAV","sp1",11.96266667,20.98666667,"Humans","Anthropophony","Y",285,"A"
"s2lam016_231205_2023-12-08_09-10.WAV","sp1",0.848,7.786666667,"Humans","Anthropophony","Y",392,"A"
"s2lam016_231205_2023-12-07_07-30.WAV","sp1",24.832,28.17066667,"Humans","Anthropophony","Y",192,"A"
"s2lam016_231205_2023-12-05_17-00.WAV","sp1",19.824,29.73333333,"Humans","Anthropophony","Y",88,"A"
"s2lam116_231124_2023-11-27_09-40.WAV","sp1",8.117333333,13.96266667,"Humans","Anthropophony","Y",512,"A"
"s2lam016_231205_2023-12-08_11-40.WAV","sp1",24.61333333,30.928,"Humans","Anthropophony","Y",446,"A"
"s2lam016_231205_2023-12-06_11-10.WAV","sp1",32.32533333,39.94133333,"Humans","Anthropophony","Y",146,"A"
"s2lam016_231205_2023-12-08_11-40.WAV","sp1",24.06933333,31.68533333,"Humans","Anthropophony","Y",445,"A"
"s2lam116_231124_2023-11-28_18-50.WAV","sp1",10.39466667,17.33333333,"Humans","Anthropophony","Y",555,"A"
"s2lam016_231205_2023-12-05_13-20.WAV","sp1",34.73066667,43.75466667,"Humans","Anthropophony","Y",125,"A"
"s2lam149_230707_2023-07-08_11-50.WAV","sp1",26.35733333,28.34133333,"Humans","Anthropophony","Y",620,"A"
"s2lam016_231205_2023-12-05_13-20.WAV","sp1",32.89066667,42.8,"Humans","Anthropophony","Y",121,"A"
"s2lam016_231205_2023-12-05_15-10.WAV","sp1",36.06933333,43.68533333,"Humans","Anthropophony","Y",78,"A"
"s2lam116_231124_2023-11-27_10-10.WAV","sp1",20.78933333,26.63466667,"Humans","Anthropophony","Y",518,"A"
"s2lam016_231205_2023-12-06_08-20.WAV","sp1",20.85866667,29.88266667,"Humans","Anthropophony","Y",135,"A"
"s2lam016_231205_2023-12-05_13-40.WAV","sp1",33.44533333,43.35466667,"Humans","Anthropophony","Y",108,"A"
"s2lam116_231124_2023-11-28_08-20.WAV","sp1",36.34666667,45.37066667,"Humans","Anthropophony","Y",551,"A"
"s2lam116_231124_2023-11-27_16-30.WAV","sp1",0.890666667,7.829333333,"Humans","Anthropophony","Y",545,"A"
"s2lam016_231205_2023-12-05_13-20.WAV","sp1",35.312,38.65066667,"Humans","Anthropophony","Y",126,"A"
"s2lam183_231123_2023-11-26_10-40.WAV","sp1",27.02933333,32.87466667,"Humans","Anthropophony","Y",648,"A"
"s2lam016_231205_2023-12-08_10-20.WAV","sp1",40.52266667,47.46133333,"Humans","Anthropophony","Y",474,"A"
"s2lam016_231205_2023-12-05_15-10.WAV","sp1",37.648,40.98666667,"Humans","Anthropophony","Y",81,"A"
"s2lam016_231205_2023-12-07_11-40.WAV","sp1",11.25333333,17.568,"Humans","Anthropophony","Y",251,"A"
"s2lam116_231124_2023-11-25_13-40.WAV","sp1",0.016,9.925333333,"Humans","Anthropophony","Y",497,"A"
"s2lam016_231205_2023-12-05_13-30.WAV","sp1",1.093333333,4.432,"Humans","Anthropophony","Y",118,"A"
"s2lam016_231205_2023-12-07_15-20.WAV","sp1",35.74933333,49.30666667,"Humans","Anthropophony","Y",301,"A"
"s2lam116_231124_2023-11-25_13-20.WAV","sp1",6.197333333,9.536,"Humans","Anthropophony","Y",508,"A"
"s2lam074_230829_2023-09-03_13-30.WAV","sp1",36.67733333,46.58666667,"Humans","Anthropophony","Y",610,"A"
"s2lam107_231103_2023-11-05_11-30.WAV","sp1",19.59466667,33.152,"Humans","Anthropophony","Y",639,"A"
"s2lam016_231205_2023-12-07_00-50.WAV","sp1",41.312,50.336,"Humans","Anthropophony","Y",160,"A"
"s2lam016_231205_2023-12-07_17-00.WAV","sp1",7.136,13.45066667,"Humans","Anthropophony","Y",317,"A"
"s2lam016_231205_2023-12-08_10-40.WAV","sp1",25.98933333,35.89866667,"Humans","Anthropophony","Y",451,"A"
"s2lam107_231130_2023-12-04_12-00.WAV","sp1",44.82133333,52.43733333,"Humans","Anthropophony","Y",636,"A"
"s2lam074_230829_2023-09-03_13-30.WAV","sp1",34.69866667,36.68266667,"Humans","Anthropophony","Y",609,"A"
"s2lam016_231205_2023-12-08_07-50.WAV","sp1",46.42666667,53.36533333,"Humans","Anthropophony","Y",363,"A"
"s2lam016_231205_2023-12-08_11-20.WAV","sp1",49.87733333,56.816,"Humans","Anthropophony","Y",438,"A"
"s2lam016_231205_2023-12-05_16-00.WAV","sp1",11.856,17.70133333,"Humans","Anthropophony","Y",87,"A"
"s2lam016_231205_2023-12-07_08-10.WAV","sp1",3.845333333,12.86933333,"Humans","Anthropophony","Y",215,"A"
"s2lam016_231205_2023-12-07_14-20.WAV","sp1",49.31733333,59.22666667,"Humans","Anthropophony","Y",174,"A"
"s2lam016_231205_2023-12-07_14-10.WAV","sp1",15.33866667,22.27733333,"Humans","Anthropophony","Y",291,"A"
"s2lam150_231122_2023-11-25_12-30.WAV","sp1",0.24,10.14933333,"Humans","Anthropophony","Y",580,"A"
"s2lam016_231205_2023-12-07_17-20.WAV","sp1",22.704,26.04266667,"Humans","Anthropophony","Y",383,"A"
"s2lam116_231124_2023-11-27_10-10.WAV","sp1",19.86666667,28.89066667,"Humans","Anthropophony","Y",517,"A"
"s2lam107_231130_2023-12-04_12-00.WAV","sp1",43.78133333,53.69066667,"Humans","Anthropophony","Y",634,"A"
"s2lam016_231205_2023-12-05_13-20.WAV","sp1",35.6,41.44533333,"Humans","Anthropophony","Y",127,"A"
"s2lam016_231205_2023-12-07_11-20.WAV","sp1",5.594666667,15.504,"Humans","Anthropophony","Y",244,"A"
"s2lam016_231205_2023-12-08_12-20.WAV","sp1",1.818666667,11.728,"Humans","Anthropophony","Y",430,"A"
"s2lam016_231205_2023-12-07_18-00.WAV","sp1",17.63733333,31.19466667,"Humans","Anthropophony","Y",321,"A"
"s2lam038_230819_2023-08-19_10-00.WAV","sp1",19.024,25.96266667,"Humans","Anthropophony","Y",623,"A"
"s2lam079_231020_2023-10-24_06-40.WAV","sp1",48.55466667,55.49333333,"Humans","Anthropophony","N",39,"A"
"s2lam016_231205_2023-12-08_13-50.WAV","sp1",20.93866667,34.496,"Humans","Anthropophony","Y",464,"A"
"s2lam016_231205_2023-12-07_14-40.WAV","sp1",9.434666667,16.37333333,"Humans","Anthropophony","Y",272,"A"
"s2lam016_231205_2023-12-07_11-20.WAV","sp1",1.264,4.602666667,"Humans","Anthropophony","Y",242,"A"
"s2lam016_231205_2023-12-08_10-20.WAV","sp1",41.04,47.35466667,"Humans","Anthropophony","Y",476,"A"
"s2lam016_231205_2023-12-08_11-20.WAV","sp1",49.984,57.6,"Humans","Anthropophony","Y",439,"A"
"s2lam116_231124_2023-11-28_08-20.WAV","sp1",37.08266667,42.928,"Humans","Anthropophony","Y",552,"A"
"s2lam016_231205_2023-12-05_17-00.WAV","sp1",21.632,30.656,"Humans","Anthropophony","Y",91,"A"
"s2lam116_231124_2023-11-27_09-50.WAV","sp1",14.85866667,21.79733333,"Humans","Anthropophony","Y",529,"A"
"s2lam016_231205_2023-12-08_08-10.WAV","sp1",21.88266667,25.22133333,"Humans","Anthropophony","Y",377,"A"
"s2lam016_231205_2023-12-07_14-50.WAV","sp1",28.016,33.86133333,"Humans","Anthropophony","Y",300,"A"
"s2lam016_231205_2023-12-08_09-50.WAV","sp1",3.162666667,10.77866667,"Humans","Anthropophony","Y",402,"A"
"s2lam016_231205_2023-12-07_13-00.WAV","sp1",24.112,37.66933333,"Humans","Anthropophony","Y",265,"A"
"s2lam016_231205_2023-12-08_12-20.WAV","sp1",4.597333333,10.44266667,"Humans","Anthropophony","Y",433,"A"
"s2lam116_231124_2023-11-28_18-50.WAV","sp1",9.386666667,19.296,"Humans","Anthropophony","Y",554,"A"
"s2lam016_231205_2023-12-08_08-20.WAV","sp1",25.36,28.69866667,"Humans","Anthropophony","Y",400,"A"
"s2lam016_231205_2023-12-07_18-10.WAV","sp1",49.69066667,57.30666667,"Humans","Anthropophony","Y",336,"A"
"s2lam116_231124_2023-11-29_08-10.WAV","sp1",34.368,44.27733333,"Humans","Anthropophony","Y",559,"A"
"s2lam016_231205_2023-12-07_18-00.WAV","sp1",21.78666667,28.72533333,"Humans","Anthropophony","Y",323,"A"
"s2lam016_231205_2023-12-07_18-40.WAV","sp1",2.874666667,10.49066667,"Humans","Anthropophony","Y",345,"A"
"s2lam016_231205_2023-12-08_11-40.WAV","sp1",25.776,29.11466667,"Humans","Anthropophony","Y",448,"A"
"s2lam016_231205_2023-12-07_12-30.WAV","sp1",23.856,33.76533333,"Humans","Anthropophony","Y",254,"A"
"s2lam016_231205_2023-12-07_15-20.WAV","sp1",40.93333333,49.95733333,"Humans","Anthropophony","Y",305,"A"
"s2lam016_231205_2023-12-07_10-50.WAV","sp1",54.38933333,57.728,"Humans","Anthropophony","Y",171,"A"
"s2lam116_231124_2023-11-27_15-00.WAV","sp1",0.048,6.986666667,"Humans","Anthropophony","Y",525,"A"
"s2lam016_231205_2023-12-08_08-10.WAV","sp1",19.456,29.36533333,"Humans","Anthropophony","Y",373,"A"
"s2lam116_231124_2023-11-25_11-50.WAV","sp1",10.752,14.09066667,"Humans","Anthropophony","Y",496,"A"
"s2lam016_231205_2023-12-08_07-40.WAV","sp1",6.634666667,15.65866667,"Humans","Anthropophony","Y",410,"A"
"s2lam116_231124_2023-11-27_15-00.WAV","sp1",0.853333333,6.698666667,"Humans","Anthropophony","Y",527,"A"
"s2lam016_231205_2023-12-08_11-40.WAV","sp1",24.84266667,33.86666667,"Humans","Anthropophony","Y",447,"A"
"s2lam016_231205_2023-12-08_12-10.WAV","sp1",7.808,16.832,"Humans","Anthropophony","Y",471,"A"
"s2lam149_230707_2023-07-08_11-50.WAV","sp1",24.21333333,31.82933333,"Humans","Anthropophony","Y",618,"A"
"s2lam169_231123_2023-11-25_11-00.WAV","sp1",19.54666667,26.48533333,"Humans","Anthropophony","Y",650,"A"
"s2lam016_231205_2023-12-07_13-20.WAV","sp1",20.22933333,27.168,"Humans","Anthropophony","Y",277,"A"
"s2lam016_231205_2023-12-06_11-10.WAV","sp1",32.704,39.01866667,"Humans","Anthropophony","Y",147,"A"
"s2lam016_231205_2023-12-08_07-40.WAV","sp1",5.797333333,13.41333333,"Humans","Anthropophony","Y",409,"A"
"s2lam016_231205_2023-12-06_09-20.WAV","sp1",20.28266667,30.192,"Humans","Anthropophony","Y",142,"A"
"s2lam016_231205_2023-12-07_12-30.WAV","sp1",26.47466667,32.32,"Humans","Anthropophony","Y",260,"A"
"s2lam016_231205_2023-12-08_10-10.WAV","sp1",4.288,14.19733333,"Humans","Anthropophony","Y",415,"A"
"s2lam150_231122_2023-11-25_17-00.WAV","sp1",21.952,33.83466667,"Humans","Anthropophony","Y",584,"A"
"s2lam016_231205_2023-12-08_07-50.WAV","sp1",46.45333333,54.06933333,"Humans","Anthropophony","Y",364,"A"
"s2lam074_230829_2023-09-03_13-30.WAV","sp1",37.696,45.312,"Humans","Anthropophony","Y",612,"A"
"s2lam116_231124_2023-11-27_10-40.WAV","sp1",27.504,33.34933333,"Humans","Anthropophony","Y",536,"A"
"s2lam016_231205_2023-12-08_01-10.WAV","sp1",25.66933333,34.69333333,"Humans","Anthropophony","Y",369,"A"
"s2lam016_231205_2023-12-07_07-30.WAV","sp1",22.20266667,32.112,"Humans","Anthropophony","Y",187,"A"
"s2lam016_231205_2023-12-07_17-00.WAV","sp1",2.416,15.97333333,"Humans","Anthropophony","Y",313,"A"
"s2lam016_231205_2023-12-07_11-40.WAV","sp1",11.54133333,20.56533333,"Humans","Anthropophony","Y",252,"A"
"s2lam016_231205_2023-12-07_17-20.WAV","sp1",21.04,27.97866667,"Humans","Anthropophony","Y",380,"A"
"s2lam016_231205_2023-12-07_16-40.WAV","sp1",27.65333333,37.56266667,"Humans","Anthropophony","Y",311,"A"
"s2lam016_231205_2023-12-07_11-40.WAV","sp1",10.62933333,17.568,"Humans","Anthropophony","Y",249,"A"
"s2lam116_231124_2023-11-28_18-50.WAV","sp1",12.096,17.94133333,"Humans","Anthropophony","Y",557,"A"
"s2lam016_231205_2023-12-06_08-30.WAV","sp1",4.784,8.122666667,"Humans","Anthropophony","N",22,"A"
"s2lam016_231205_2023-12-07_14-50.WAV","sp1",26.42133333,34.03733333,"Humans","Anthropophony","Y",297,"A"
"s2lam016_231205_2023-12-05_15-10.WAV","sp1",37.68,43.52533333,"Humans","Anthropophony","Y",82,"A"
"s2lam169_231123_2023-11-24_12-20.WAV","sp1",53.04,59.97866667,"Humans","Anthropophony","N",653,"A"
"s2lam016_231205_2023-12-08_07-40.WAV","sp1",1.605333333,15.16266667,"Humans","Anthropophony","Y",407,"A"
"s2lam016_231205_2023-12-07_20-20.WAV","sp1",15.72266667,24.74666667,"Humans","Anthropophony","Y",232,"A"
"s2lam183_231123_2023-11-26_10-40.WAV","sp1",24.49066667,34.4,"Humans","Anthropophony","Y",645,"A"
"s2lam016_231205_2023-12-08_10-40.WAV","sp1",26.896,33.83466667,"Humans","Anthropophony","Y",452,"A"
"s2lam016_231205_2023-12-07_18-00.WAV","sp1",22.37333333,28.688,"Humans","Anthropophony","Y",325,"A"
"s2lam016_231205_2023-12-07_18-10.WAV","sp1",49.67466667,56.61333333,"Humans","Anthropophony","Y",335,"A"
"s2lam016_231205_2023-12-07_14-50.WAV","sp1",26.22933333,33.168,"Humans","Anthropophony","Y",296,"A"
"s2lam016_231205_2023-12-08_10-40.WAV","sp1",27.776,36.8,"Humans","Anthropophony","Y",454,"A"
"s2lam016_231205_2023-12-07_00-50.WAV","sp1",36.26666667,49.824,"Humans","Anthropophony","Y",155,"A"
"s2lam016_231205_2023-12-07_19-50.WAV","sp1",39.456,45.77066667,"Humans","Anthropophony","Y",354,"A"
"s2lam016_231205_2023-12-06_08-20.WAV","sp1",20.64533333,26.96,"Humans","Anthropophony","Y",134,"A"
"s2lam116_231124_2023-11-27_17-40.WAV","sp1",52.37866667,59.99466667,"Humans","Anthropophony","Y",537,"A"
"s2lam032_230726_2023-07-29_16-20.WAV","sp1",36.94933333,46.85866667,"Humans","Anthropophony","N",621,"A"
"s2lam116_231124_2023-11-27_10-10.WAV","sp1",17.744,27.65333333,"Humans","Anthropophony","Y",515,"A"
"s2lam116_231124_2023-11-27_11-40.WAV","sp1",33.59466667,42.61866667,"Humans","Anthropophony","Y",522,"A"
"s2lam016_231205_2023-12-07_18-00.WAV","sp1",22.63466667,31.65866667,"Humans","Anthropophony","Y",326,"A"
"s2lam016_231205_2023-12-07_19-50.WAV","sp1",40.53333333,46.37866667,"Humans","Anthropophony","Y",356,"A"
"s2lam016_231205_2023-12-07_19-20.WAV","sp1",7.557333333,16.58133333,"Humans","Anthropophony","Y",341,"A"
"s2lam016_231205_2023-12-07_19-50.WAV","sp1",37.824,47.73333333,"Humans","Anthropophony","Y",351,"A"
"s2lam016_231205_2023-12-08_09-10.WAV","sp1",0.037333333,9.946666667,"Humans","Anthropophony","Y",391,"A"
"s2lam016_231205_2023-12-08_01-10.WAV","sp1",26.28266667,29.62133333,"Humans","Anthropophony","Y",370,"A"
"s2lam016_231205_2023-12-08_10-20.WAV","sp1",41.32266667,50.34666667,"Humans","Anthropophony","Y",477,"A"
"s2lam016_231205_2023-12-07_08-10.WAV","sp1",0.218666667,13.776,"Humans","Anthropophony","Y",210,"A"
"s2lam088_231130_2023-12-04_10-40.WAV","sp1",8.421333333,14.26666667,"Humans","Anthropophony","Y",633,"A"
"s2lam016_231205_2023-12-07_16-40.WAV","sp1",9.152,18.176,"Humans","Anthropophony","Y",309,"A"
"s2lam016_231205_2023-12-07_19-00.WAV","sp1",17.51466667,24.45333333,"Humans","Anthropophony","Y",226,"A"
"s2lam016_231205_2023-12-07_12-30.WAV","sp1",25.00266667,31.94133333,"Humans","Anthropophony","Y",256,"A"
"s2lam016_231205_2023-12-07_09-30.WAV","sp1",30.25066667,37.86666667,"Humans","Anthropophony","Y",221,"A"
"s2lam016_231205_2023-12-08_08-10.WAV","sp1",16.34133333,29.89866667,"Humans","Anthropophony","Y",372,"A"
"s2lam016_231205_2023-12-08_08-20.WAV","sp1",25.31733333,31.16266667,"Humans","Anthropophony","Y",399,"A"
"s2lam016_231205_2023-12-05_15-10.WAV","sp1",34.85866667,44.768,"Humans","Anthropophony","Y",76,"A"
"s2lam149_230707_2023-07-08_11-50.WAV","sp1",24.208,31.14666667,"Humans","Anthropophony","Y",617,"A"
"s2lam016_231205_2023-12-07_08-00.WAV","sp1",49.69066667,57.30666667,"Humans","Anthropophony","Y",179,"A"
"s2lam016_231205_2023-12-07_13-20.WAV","sp1",20.23466667,27.85066667,"Humans","Anthropophony","Y",278,"A"
"s2lam016_231205_2023-12-07_15-20.WAV","sp1",41.68533333,45.024,"Humans","Anthropophony","Y",306,"A"
"s2lam016_231205_2023-12-08_07-30.WAV","sp1",26.58133333,36.49066667,"Humans","Anthropophony","Y",385,"A"
"s2lam016_231205_2023-12-07_17-10.WAV","sp1",7.296,13.14133333,"Humans","Anthropophony","Y",198,"A"
